1655975425,207.58973693847656,0,0,571531272
1655975427,207.5363311767578,0,0,571512321
1655975428,207.5210723876953,0,0,571552412
1655975429,207.5058135986328,0,0,571481504
1655975430,207.54396057128906,0,0,571467840
1655975431,207.55921936035156,0,0,571522107
1655975432,207.49818420410156,0,0,571459810
1655975433,207.51344299316406,0,0,571488069
1655975434,207.5668487548828,0,0,571485325
1655975435,207.58973693847656,0,0,571557808
1655975436,207.5973663330078,0,0,571462793
1655975437,207.5668487548828,0,0,571435028
1655975438,207.5515899658203,0,0,571465548
1655975439,207.58973693847656,0,0,571463171
1655975440,207.62025451660156,0,0,571441509
1655975441,207.5668487548828,0,0,571527837
1655975442,207.51344299316406,0,0,571525757
1655975443,207.49818420410156,0,0,571584953
1655975444,207.55921936035156,0,0,571486366
1655975445,207.5821075439453,0,0,571548719
1655975446,207.54396057128906,0,0,571649343
1655975447,207.4752960205078,0,0,571680667
1655975448,207.4905548095703,0,0,571571123
1655975449,207.55921936035156,0,0,571454838
1655975450,207.62025451660156,0,0,571573760
1655975451,207.6126251220703,0,0,571468164
1655975452,207.5821075439453,0,0,571809890
1655975453,207.55921936035156,0,0,571461415
1655975454,207.57447814941406,0,0,571503696
1655975455,207.6126251220703,0,0,571511899
1655975456,207.5668487548828,0,0,571527077
1655975457,207.54396057128906,0,0,571503384
1655975458,207.52870178222656,0,0,571434558
1655975459,207.55921936035156,0,0,571424060
1655975460,207.5668487548828,0,0,571542213
1655975461,207.5210723876953,0,0,571523603
1655975462,207.52870178222656,0,0,571521241
1655975463,207.57447814941406,0,0,571541561
1655975464,207.6278839111328,0,0,571494090
1655975465,207.62025451660156,0,0,571567021
1655975466,207.5668487548828,0,0,571540927
1655975467,207.55921936035156,0,0,571566991
1655975468,207.5973663330078,0,0,571522309
1655975469,207.63551330566406,0,0,571523265
1655975470,207.60499572753906,0,0,571519553
1655975471,207.5210723876953,0,0,571584682
1655975472,207.51344299316406,0,0,571536720
1655975473,207.54396057128906,0,0,571597378
1655975474,207.5821075439453,0,0,571475316
1655975475,207.55921936035156,0,0,571643192
1655975476,207.52870178222656,0,0,571520228
1655975477,207.5210723876953,0,0,571611122
1655975478,207.55921936035156,0,0,571481392
1655975479,207.6278839111328,0,0,571555215
1655975480,207.60499572753906,0,0,571609181
1655975481,207.5973663330078,0,0,571580399
1655975482,207.58973693847656,0,0,571457684
1655975483,207.60499572753906,0,0,571499652
