1655975426,186.8147430419922,0,0,571416971
1655975427,186.8452606201172,0,0,571483823
1655975428,186.9062957763672,0,0,571487653
1655975429,186.91392517089844,0,0,571342626
1655975430,186.86814880371094,0,0,571494112
1655975431,186.8910369873047,0,0,571491391
1655975432,186.9215545654297,0,0,571459933
1655975434,186.88340759277344,0,0,571511936
1655975435,186.86814880371094,0,0,571531593
1655975437,186.88340759277344,0,0,571663274
1655975438,186.86814880371094,0,0,571491813
1655975439,186.8147430419922,0,0,571461949
1655975440,186.82237243652344,0,0,571440891
1655975441,186.83763122558594,0,0,571314868
1655975442,186.8757781982422,0,0,571525611
1655975443,186.9062957763672,0,0,571442640
1655975444,186.85289001464844,0,0,571513246
1655975445,186.8452606201172,0,0,571409473
1655975446,186.8910369873047,0,0,571676034
1655975447,186.9215545654297,0,0,571450818
1655975448,186.89866638183594,0,0,571499432
1655975449,186.8300018310547,0,0,571454111
1655975450,186.82237243652344,0,0,571566671
1655975451,186.8605194091797,0,0,571601993
1655975452,186.8910369873047,0,0,571555549
1655975453,186.86814880371094,0,0,571491517
1655975454,186.80711364746094,0,0,571536410
1655975455,186.82237243652344,0,0,571510780
1655975456,186.8605194091797,0,0,571613691
1655975457,186.8910369873047,0,0,571503506
1655975458,186.9215545654297,0,0,571543858
1655975459,186.88340759277344,0,0,571424497
1655975461,186.9215545654297,0,0,571523581
1655975462,186.92918395996094,0,0,571554991
1655975463,186.86814880371094,0,0,571487470
1655975464,186.8605194091797,0,0,571494202
1655975465,186.88340759277344,0,0,571496839
1655975467,186.8605194091797,0,0,571563465
1655975468,186.8147430419922,0,0,571538165
1655975469,186.8300018310547,0,0,571338241
1655975470,186.8605194091797,0,0,571538879
1655975471,186.9062957763672,0,0,571476588
1655975472,186.8757781982422,0,0,571547215
1655975473,186.8605194091797,0,0,571593047
1655975474,186.8757781982422,0,0,571474261
1655975476,186.9215545654297,0,0,571526372
1655975477,186.85289001464844,0,0,571638020
1655975478,186.7994842529297,0,0,571408411
1655975479,186.8300018310547,0,0,571360039
1655975480,186.8605194091797,0,0,571586387
1655975482,186.8300018310547,0,0,571571279
